Transaction_unique_identifier,Price,Date_of_Transfer,Postcode,Property_Type,Old_New,Duration,PAON,SAON,Street,Locality,Town_City,District,County,PPD_Category_Type,Record_Status,count
{52B081FE-3757-478F-98DF-0B6A0AF39F49},298500,2013-02-15 00:00,N12 9SS,F,N,L,28,FLAT 2,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{1585B5CD-2FCE-49A0-AA3D-4BDC8920FD64},248000,2013-07-12 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 28,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{C4B28BFC-A474-49BF-9847-5692326542EA},249999,2013-11-29 00:00,N12 0DU,F,N,L,THE WOODLANDS,34,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{0F24554A-FFAB-4A84-B2F4-5A3AF341BD22},315000,2013-04-15 00:00,N12 0EQ,F,N,L,100,FLAT 808,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,3
{62C21C40-E8C0-4735-9A65-A332D4B6F066},540000,2013-10-29 00:00,N12 8SP,F,N,L,FALCON COURT,FLAT E,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{899C3F58-0D2D-4978-9DEE-E1AF167DEE83},450000,2013-11-21 00:00,N12 7FB,F,N,L,"MINERVA COURT, 47",FLAT 1,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{A865E579-EE18-4E15-BADA-BFE7C6C06F71},249950,2013-07-05 00:00,N12 0NT,F,N,L,60,LOWER MAISONETTE,CHURCHFIELD AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,3
{CCC73BFB-05F0-41EE-8720-242A261C7D7E},115000,2013-05-16 00:00,N12 0EW,F,N,L,KINGS LODGE,FLAT 11,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,2
{DA01210B-E5DA-4819-B816-E1CD0B19E2E6},319950,2013-01-11 00:00,N12 7EL,F,N,L,"HENDERSON COURT, 88",FLAT 32,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{B6278CB8-3DC8-46F4-AD13-E1F297FBDD80},324000,2013-06-14 00:00,N12 7DX,F,N,L,"HOLDEN HEIGHTS, 161",FLAT 1,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{8C3787E3-8D31-43EF-8D7D-CABD245B0C43},245000,2013-10-18 00:00,N12 9DZ,F,N,L,"STANHOPE COURT, 53 - 55",FLAT 3,STANHOPE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{BFB9191B-0132-4A8C-93E1-CE4E2AAEF5DE},445000,2013-05-31 00:00,N12 8RT,F,N,L,33,FLAT 1,WOODSIDE PARK ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{B9046152-5B03-4DBD-86DB-D91083E076FE},240000,2013-02-01 00:00,N12 8BJ,F,N,L,DUNCAN COURT,FLAT 2,NETHER STREET,,LONDON,BARNET,GREATER LONDON,A,A,2
{82C89BA0-0F0A-433A-938C-8524252532FC},186000,2013-05-24 00:00,N12 0TA,F,N,L,"LAVENDER COURT, 1",FLAT 1,FALLOWFIELDS DRIVE,,LONDON,BARNET,GREATER LONDON,A,A,3
{9B70163E-2636-4127-A56F-E3D3B99148CA},260000,2013-07-01 00:00,N12 0EQ,F,N,L,100,FLAT 301,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,3
{5C8CB78A-503E-4D89-9CF5-3E5632E2BC33},390000,2013-08-09 00:00,N12 9PJ,F,N,L,"SALVIN COURT, 96",FLAT 11,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,3
{36CC7339-A623-451D-A099-19EED64EDB2E},361700,2013-07-15 00:00,N12 8HG,F,N,L,36,FLAT 1,ALEXANDRA GROVE,,LONDON,BARNET,GREATER LONDON,A,A,2
{0B393FE8-F634-48ED-8B55-1D93E4744097},280000,2013-11-11 00:00,N12 8QY,F,N,L,"ROUGE COURT, 26",FLAT 3,WOODSIDE GROVE,,LONDON,BARNET,GREATER LONDON,A,A,2
{7E5C9021-7ECD-4E7B-A9AF-4FB4836CDDB4},150000,2013-10-04 00:00,N12 0EW,F,N,L,KINGS LODGE,FLAT 54,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,5
{CE7953D2-89E8-4440-82D0-2A0425A72CC1},230000,2013-06-28 00:00,N12 8AZ,F,N,L,"GRIFFIN LODGE, 31",FLAT 3,WOODSIDE AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{64CC2D62-D460-4200-8C39-40F12A852832},208000,2013-08-23 00:00,N12 9UG,F,N,L,CARLEY COURT,FLAT 3,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{D9564B54-079C-4102-B356-1DECE8F80E86},335000,2013-06-12 00:00,N12 7DP,F,N,L,"WOODSIDE GRANGE, 77",FLAT 5,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{4A913D92-7D7D-4517-A652-0D89D83F92E9},270000,2013-09-03 00:00,N12 9LN,F,N,L,"AIDANS COURT, 110",FLAT 2,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{7CD05835-D420-4541-BF7B-EC0EF78CF3A4},135000,2013-01-11 00:00,N12 9TH,F,N,L,DAMON HOUSE,FLAT 2,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{122BCFDC-280A-4C4E-96C1-7F184866A639},145000,2013-03-18 00:00,N12 0EW,F,N,L,KINGS LODGE,FLAT 9,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,4
{3AB54458-9E93-4212-82CF-578C631105B4},240000,2013-01-04 00:00,N12 9UE,F,N,L,HENLEY HOUSE,FLAT 12,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{E3010259-FF8D-48F1-AB83-1C568A3FBFE9},258000,2013-10-09 00:00,N12 9UE,F,N,L,HENLEY HOUSE,FLAT 7,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,3
{B716BD20-6C5D-456F-B017-74D1011B0C3F},400000,2013-11-29 00:00,N12 0HT,F,Y,L,70,FLAT 2,GRANVILLE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{09128EAD-BA80-4753-9911-63A6F231ADA9},220000,2013-12-11 00:00,N12 8QS,F,N,L,"HIGHWOOD COURT, 975",FLAT 13,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{6810B8BC-F5DD-43A2-A790-9D2C5B1FDB7D},180000,2013-05-02 00:00,N12 0EP,F,N,L,"MEDINA LODGE, 252",FLAT 3,BALLARDS LANE,,LONDON,BARNET,GREATER LONDON,A,A,4
{E08B222A-7576-4AC2-87D1-A71A6350A6F4},239000,2013-06-24 00:00,N12 8JA,F,Y,L,11,FLAT 5,ARGYLE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{F413FA45-872B-4332-89CE-B5473F12FADF},315000,2013-05-07 00:00,N12 8HG,F,N,L,36,FLAT 2,ALEXANDRA GROVE,,LONDON,BARNET,GREATER LONDON,A,A,5
{E30AC789-8AAD-4185-B723-B1E6AEF02305},340000,2013-11-29 00:00,N12 8TW,F,N,L,BROOKFIELD COURT,FLAT 3,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{CE72A32F-2F26-48F5-BFFD-1F8A745C7A15},562500,2013-09-19 00:00,N12 7EZ,F,Y,L,"WOODCHESTER COURT, 2",FLAT 7,STATION APPROACH,,LONDON,BARNET,GREATER LONDON,A,A,2
{0F8C4AC2-52DC-4141-A5D3-B34BF5871D2C},198000,2013-07-19 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 64,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{0EE6E166-48DF-45F2-87BC-232ED19D51E5},290000,2013-08-30 00:00,N12 0EQ,F,N,L,100,FLAT 502,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,2
{23AFBE12-6C09-4FAA-9313-D12C2F1F243E},417000,2013-12-19 00:00,N12 8HU,F,N,L,HOLMDENE,FLAT 6,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{C49EFB5E-D43B-441F-B6CB-D849C3FF0990},265000,2013-01-30 00:00,N12 8AE,F,N,L,GAINSBOROUGH COURT,FLAT 5,NETHER STREET,,LONDON,BARNET,GREATER LONDON,A,A,4
{B2BD127C-5B59-4E66-9E97-51655F3D3170},167000,2013-10-04 00:00,N12 8AL,F,N,L,FINCHLEY LODGE,FLAT 2,GAINSBOROUGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{7E4E7C0D-FAC9-4AE5-80DF-61E30C2A2771},292000,2013-06-28 00:00,N12 9HN,F,N,L,"CAXTON COURT, 4",FLAT 1,COTTONHAM CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,4
{B5FA16F5-C58E-49D7-99D4-EEB5174CBC06},165000,2013-03-26 00:00,N12 9HZ,F,N,L,ST ELIZABETHS COURT,FLAT 20,MAYFIELD AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,3
{3687932C-CDCB-4A7E-8A90-78F004A969A6},340000,2013-12-16 00:00,N12 8TD,F,N,L,CLAIRE COURT,FLAT 25,WOODSIDE AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{02D25A7E-D67B-4011-895E-9072F553A80C},249995,2013-08-06 00:00,N12 8JA,F,Y,L,11,FLAT 2,ARGYLE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{8952FD9C-CC5D-420E-B1EA-7CBC6F9E4A79},356000,2013-03-14 00:00,N12 8HY,F,N,L,5,FLAT 3,HOLDEN AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,3
{D0FD0AB3-1F52-4013-B2C7-F63292B7004F},195000,2013-07-19 00:00,N12 8NX,F,N,L,SHARON COURT,FLAT 1,ALEXANDRA GROVE,,LONDON,BARNET,GREATER LONDON,A,A,5
{4EC9C648-73CB-4FCE-95E4-DEC2A03FFF27},447500,2013-01-25 00:00,N12 8AB,F,N,L,127,FLAT 1,NETHER STREET,,LONDON,BARNET,GREATER LONDON,A,A,3
{4BEC3F74-CBAC-4860-BB66-67CB4E1EF75C},340000,2013-07-10 00:00,N12 8RP,F,N,L,20,FLAT A,WOODSIDE PARK ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{49E1C40A-F049-4E9E-922C-E5F0E533029A},365000,2013-11-15 00:00,N12 8RJ,F,N,L,GREVILLE LODGE,FLAT 10,WOODSIDE PARK ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{1972DED8-AB52-41DE-8B6D-6824D8547E1E},344000,2013-10-18 00:00,N12 8HY,F,N,L,5,FLAT 8,HOLDEN AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{0695E360-CD72-4BCE-AE49-E2BAB50D7253},410000,2013-06-27 00:00,N12 8SP,F,N,L,FALCON COURT,FLAT B,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{B54FF462-F2F5-494A-A8D2-64B313C8CB59},340000,2013-03-08 00:00,N12 8NU,F,N,L,"BEATRICE LODGE, 4",FLAT 1,ALEXANDRA GROVE,FINCHLEY,LONDON,BARNET,GREATER LONDON,A,A,5
{42E87BD7-0DEC-4917-9461-685E6053164B},234000,2013-10-11 00:00,N12 0AR,F,N,L,NORTH GATES,FLAT 26,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{CB62721B-20C2-4D0D-A3F7-6153E123F3E1},390000,2013-09-20 00:00,N12 0HJ,F,N,L,56,FLAT 2,GRANVILLE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{B04F24D2-BA65-425E-995E-D7669C49E99B},235000,2013-07-26 00:00,N12 0DT,F,N,L,COLMAN COURT,FLAT 9,CHRISTCHURCH AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{43B5750D-6F20-43F9-BE00-C989F3D81C7E},169000,2013-09-30 00:00,N12 8SB,F,N,L,ASHBOURNE COURT,FLAT 79,ASHBOURNE CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,2
{33F393EC-7B14-4974-913A-00E2B60B6ED7},250000,2013-02-15 00:00,N12 8PA,F,N,L,GREEN LAWNS,6,MOSS HALL GROVE,,LONDON,BARNET,GREATER LONDON,A,A,2
{50BB4139-9EC5-4F0C-83B7-02A86B51C203},243500,2013-07-26 00:00,N12 0EQ,F,N,L,100,FLAT 511,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,5
{7327B9D9-06A3-47C9-8231-3BC3C64480E4},205000,2013-01-14 00:00,N12 8SB,F,N,L,ASHBOURNE COURT,FLAT 80,ASHBOURNE CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,2
{21E5FEB6-8DE2-2439-E050-A8C06205342E},229000,2013-12-11 00:00,N12 8SB,F,N,L,ASHBOURNE COURT,FLAT 76,ASHBOURNE CLOSE,,LONDON,BARNET,GREATER LONDON,B,A,2
{4C953A08-3709-4B95-ACF2-46A0F9FC591C},130000,2013-09-20 00:00,N12 9UL,F,N,L,"LYCHGATE COURT, 34",FLAT 8,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,5
{023C4E74-33CA-4A0D-A6EF-4A3E1D8B154D},240000,2013-10-30 00:00,N12 9LS,F,N,L,DUDLEY COURT,FLAT 2,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{D9DF1AAB-BCC5-41D9-B059-3C1A5E2ADCF0},223000,2013-03-12 00:00,N12 9EB,F,N,L,7,FLAT 7,GROVE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{C900D077-07BA-42B8-BCCF-CFB9BA84A2CF},380000,2013-07-26 00:00,N12 7DP,F,N,L,"WOODSIDE GRANGE, 77",FLAT 1,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{43AD1273-5A72-4EC0-B108-C5A27F3962B6},205000,2013-06-10 00:00,N12 8XB,F,N,L,"BARCLAY COURT, 15",FLAT 6,DALE GROVE,,LONDON,BARNET,GREATER LONDON,A,A,3
{22A695C4-D819-4519-A4EA-B789E23ACC60},410000,2013-06-12 00:00,N12 8LE,F,N,L,"CAROLINA COURT, 1",FLAT 7,HOPTREE CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,3
{CC3BE2EB-A2FB-438D-AAE8-E594CC20597B},250000,2014-09-25 00:00,N12 0ND,F,N,L,HALLIWICK COURT,5,WOODHOUSE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{D34F99F3-6C8B-4ED9-9F16-250FE1D21076},152000,2014-12-03 00:00,N12 8SA,F,N,L,ASHBOURNE COURT,FLAT 40,ASHBOURNE CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,4
{66875AD7-1831-42F3-9F54-1DF10F499B4C},540000,2014-11-06 00:00,N12 7DG,F,N,L,"GARDEN COURT, 63",FLAT 15,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{7E8600EB-D6C6-4440-B6CE-B99766889D90},500000,2014-10-17 00:00,N12 9BL,F,N,L,WATERVILLE LODGE,BASEMENT,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{19F4D446-9845-4D37-A8B1-A8C37B474F2E},315000,2014-06-06 00:00,N12 8LR,F,N,L,CAVENDISH HOUSE,FLAT 2,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{FC037F1B-39AF-46CD-8E3A-C44605F1AC45},265000,2014-02-11 00:00,N12 0DU,F,N,L,THE WOODLANDS,20,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{AC25E649-8C30-47BC-BCB0-B9D1F9D764F1},237000,2014-08-07 00:00,N12 9TG,F,N,L,"MURRAY HOUSE, 25",6,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{09DE2002-EDEA-4B6D-BD65-A58020E03DC7},479950,2014-11-21 00:00,N12 8HY,F,N,L,"WHESTON LODGE, 7",FLAT 4,HOLDEN AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,3
{869AE821-2A56-4EC0-BFE3-B04F99CD53F4},375000,2014-04-25 00:00,N12 9HN,F,N,L,"CAXTON COURT, 4",FLAT 5,COTTONHAM CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,2
{2B89418D-390A-43A9-B450-1E6D13933465},410500,2014-10-27 00:00,N12 8PA,F,N,L,GREEN LAWNS,6,MOSS HALL GROVE,,LONDON,BARNET,GREATER LONDON,A,A,2
{8F9E8198-C111-4328-9530-1AE61D75CEB4},240000,2014-02-14 00:00,N12 0EN,F,N,L,100,FLAT 1210,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,2
{F21F78FF-1A9C-4601-BD78-BDACBA19404A},250000,2014-10-03 00:00,N12 0EN,F,N,L,100,FLAT 1109,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,2
{8A30FFB0-7B24-4A8F-8E35-B42A1A7CF1A4},348000,2014-02-25 00:00,N12 0EP,F,N,L,"MEDINA LODGE, 252",FLAT 2,BALLARDS LANE,,LONDON,BARNET,GREATER LONDON,A,A,3
{E5F71B07-1445-4B60-8A04-3B3042A20649},150000,2014-12-19 00:00,N12 9HW,F,N,L,"HOMAN COURT, 17",FLAT 7,FRIERN WATCH AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,5
{DABA0D63-1327-4FBC-ACBF-AE3AF557BE9F},185000,2014-11-28 00:00,N12 9UL,F,N,L,"LYCHGATE COURT, 34",FLAT 7,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,3
{DF67EEC0-4616-4C8F-8000-460CD83CA771},310000,2014-07-03 00:00,N12 8EU,F,N,L,"WESTLEIGH COURT, 122 - 124",FLAT 14,NETHER STREET,,LONDON,BARNET,GREATER LONDON,A,A,2
{A4BF6203-A5E8-472A-BA0F-46168BEAC648},150000,2014-05-23 00:00,N12 0EW,F,N,L,KINGS LODGE,FLAT 58,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,4
{3FA8683D-3DD2-4C4B-B61F-AE7273BDF761},380000,2014-04-25 00:00,N12 0DZ,F,N,L,655,FLAT 2,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{75D7B734-DB45-4E0D-98AD-A76DEA39224E},350000,2014-07-14 00:00,N12 8RY,F,N,L,68,FLAT 6,WOODSIDE PARK ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{B4010768-3329-4463-B941-11E74C346E02},227500,2014-08-04 00:00,N12 0ND,F,N,L,HALLIWICK COURT,4,WOODHOUSE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{6E37F8CA-D366-443C-B6D0-3F59C3CB4BF8},147500,2014-09-01 00:00,N12 9HW,F,N,L,"HOMAN COURT, 17",FLAT 4,FRIERN WATCH AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,4
{491FBFF4-EDE7-4ACE-9117-B5EDBD54D035},350000,2014-04-22 00:00,N12 0EN,F,N,L,100,FLAT 1402,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,3
{3FEA07EC-CB71-4D67-9B3A-AF0CDF3BC131},425000,2014-05-08 00:00,N12 9PJ,F,N,L,"SALVIN COURT, 96",FLAT 4,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{CD61B7BF-D09C-4FAD-90E2-3FAB78428766},380000,2014-12-18 00:00,N12 0JL,F,N,L,BARRYMORE,FLAT 5,BOW LANE,,LONDON,BARNET,GREATER LONDON,A,A,2
{11796B5B-7B6D-4982-B5DE-0EB0F0B281EC},445000,2014-11-27 00:00,N12 8HE,F,N,L,53,FLAT 3,ALEXANDRA GROVE,,LONDON,BARNET,GREATER LONDON,A,A,2
{CACE666F-B691-41B6-9796-512620601E26},330000,2014-07-21 00:00,N12 0AT,F,N,L,"COMPTON COURT, 1",FLAT 5,CROWDER CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,2
{DFC52CF5-6650-4984-84BA-1FB0F7FA6BA0},315000,2014-11-11 00:00,N12 8BN,F,N,L,"DOWNING COURT, 60",FLAT 16,GAINSBOROUGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{B6E031B8-265D-427C-969A-22AB051DC109},439950,2014-04-02 00:00,N12 7ED,F,N,L,"SYLVAN COURT, 102 - 106",FLAT 34,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{1BCC9B3B-2A84-4A3A-91DE-656C4CDA1700},295000,2014-03-19 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 68,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{E9E7001F-A88D-4747-8F55-4E36648C1D4B},315000,2014-02-28 00:00,N12 8DW,F,N,L,"VINE LODGE, 15",FLAT 1,HUTTON GROVE,,LONDON,BARNET,GREATER LONDON,A,A,3
{D91C89A3-8B13-4908-9A91-3DF27D979D6A},450000,2014-11-07 00:00,N12 0HT,F,Y,L,64,FLAT 2,GRANVILLE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{E0263625-4430-458C-A7E2-3E3BD0D39265},375000,2014-12-08 00:00,N12 8HE,F,N,L,53,FLAT 7,ALEXANDRA GROVE,,LONDON,BARNET,GREATER LONDON,A,A,2
{B7AF07CA-E6FC-4446-9958-59F30E15A5E6},324950,2014-06-30 00:00,N12 0AT,F,N,L,"COMPTON COURT, 1",FLAT 2,CROWDER CLOSE,,LONDON,BARNET,GREATER LONDON,A,A,2
{43F9F2DA-2C76-4C5C-838F-142FB46DC51C},360000,2014-04-04 00:00,N12 9QD,F,N,L,722,FLAT 3,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{E349E97F-A8DC-4C0B-9FFC-8C3837C141EE},120000,2014-02-28 00:00,N12 9UL,F,N,L,"LYCHGATE COURT, 34",FLAT 28,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{A44CAA55-B0C3-4EA6-B781-A15221D57931},145000,2014-02-20 00:00,N12 0EW,F,N,L,KINGS LODGE,FLAT 24,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,3
{122A2DD5-4343-4434-BA54-9DC27238B1EC},325000,2014-08-05 00:00,N12 9JX,F,N,L,"GOLFERS VIEW, 54",FLAT 9,FINCHLEY PARK,,LONDON,BARNET,GREATER LONDON,A,A,5
{12DA0061-F322-4ED3-86FE-8C880D2E89E5},276000,2014-03-24 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 21,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{43890EC1-26C2-416C-8077-82039B1E54FD},385000,2014-03-03 00:00,N12 7EJ,F,N,L,"TUDOR LODGE, 49",FLAT 5,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,6
{99F0408A-FE2B-4E8D-9F94-6DE6EC0792F3},305000,2014-02-14 00:00,N12 8RQ,F,N,L,FOREST COURT,FLAT 43,HOLDEN AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,5
{C014C603-3A5B-4DD2-AF07-46DD692B09C3},336000,2014-02-24 00:00,N12 9UH,F,N,L,PARK COURT,20,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,4
{0FD6444A-BAA8-4F9E-AE6D-3FC23F4C5694},149995,2014-03-20 00:00,N12 9UL,F,N,L,"LYCHGATE COURT, 34",FLAT 14,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{17B20893-CD5E-4E21-A595-50A64E6B1D45},460000,2014-04-30 00:00,N12 7ED,F,N,L,"SYLVAN COURT, 102 - 106",FLAT 37,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{320389F9-F99D-4DD2-913C-F1E27A95B649},380000,2014-02-10 00:00,N12 8LS,F,N,L,"DEVONSHIRE HOUSE, 45",FLAT 6,WOODSIDE AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{7AA0CC3D-6E4D-4CFA-B6B5-FCB4F4B581C7},205000,2014-05-02 00:00,N12 9HW,F,N,L,"HOMAN COURT, 17",FLAT 2,FRIERN WATCH AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{85D63F27-0C7F-4E2B-ADB5-A30FABBD2EEC},250000,2014-10-17 00:00,N12 9TG,F,N,L,"MURRAY HOUSE, 25",3,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,5
{711EE316-E638-4C56-AA37-A3156874E75A},157000,2014-10-02 00:00,N12 0EW,F,N,L,KINGS LODGE,FLAT 44,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,5
{AF436102-4BA6-46EC-AE8B-528853E12882},305000,2014-03-14 00:00,N12 9QR,F,N,L,790,FLAT 2,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{B7756584-07FF-4D35-BE15-CF2BE8C33480},325000,2014-11-28 00:00,N12 8NX,F,N,L,SHARON COURT,FLAT 1,ALEXANDRA GROVE,,LONDON,BARNET,GREATER LONDON,A,A,5
{370DE5A7-717C-45A7-9623-D9E17BAE9FCD},337000,2014-12-09 00:00,N12 8DS,F,N,L,79,FLAT 1,HUTTON GROVE,,LONDON,BARNET,GREATER LONDON,A,A,2
{277BA1A8-F45B-4F4A-9207-D6623AEFF139},369950,2014-04-17 00:00,N12 8TD,F,N,L,CLAIRE COURT,FLAT 30,WOODSIDE AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{77AA7CCE-67EA-436F-A6D5-A393A8751608},341500,2014-05-02 00:00,N12 9AQ,F,N,L,"WHITTEN LODGE, 129",1,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{E346B6A4-270C-4297-9D81-67AE6952CB3B},247000,2014-04-30 00:00,N12 0HS,F,N,L,ST MARYS COURT,FLAT 4,GRANVILLE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{5AD416CD-ED86-40CA-A46C-A3B5EEB619EE},572000,2014-02-03 00:00,N12 7EZ,F,Y,L,"WOODCHESTER COURT, 2",FLAT 4,STATION APPROACH,,LONDON,BARNET,GREATER LONDON,A,A,2
{BA22F8B2-D9E6-4C26-B3A4-D6CDCFB76CBE},248000,2014-03-19 00:00,N12 8QZ,F,N,L,"NORBURY COURT, 897",FLAT 8,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{D0BCD241-2716-4C82-9968-E3CF2ADCC271},248000,2014-01-03 00:00,N12 9UE,F,N,L,HENLEY HOUSE,FLAT 14,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,4
{F8551A40-F644-4D63-8A37-5D8D6D2F555A},410000,2014-07-30 00:00,N12 8TD,F,N,L,CLAIRE COURT,FLAT 23,WOODSIDE AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,3
{463242D8-C683-4E26-AE35-EACB18375AC4},430000,2014-07-25 00:00,N12 0EQ,F,N,L,100,FLAT 306,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,5
{7875F1AA-8A09-4555-AD21-E8D45E74EE4F},267000,2014-08-08 00:00,N12 8RQ,F,N,L,FOREST COURT,FLAT 27,HOLDEN AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,5
{CFA8D7F2-A58B-4692-881F-E1E2B4572BAD},312000,2014-01-31 00:00,N12 0EN,F,N,L,100,FLAT 1305,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,2
{50E472EE-C65E-454F-BBA5-BF72A2EFB97A},308000,2014-01-02 00:00,N12 8RR,F,N,L,"BRECON COURT, 18",FLAT 10,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,2
